,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District,
7450395,THOMASTON UPSON COUN,UPSON LEE MID,333,822.91,11.4,73.6,15.0,88.6,333,831.67,11.4,59.5,29.1,88.6,327,827.86,13.8,65.4,20.8,86.2,342,827.09,23.1,48.5,28.4,76.9,340,834.95,23.8,37.4,38.8,76.2,5,3rd,
7460106,WALKER COUNTY,CHATTANOOGA V,170,835.06,5.9,60.0,34.1,94.1,169,851.09,3.6,38.5,58.0,96.4,163,848.35,2.5,49.7,47.9,97.5,171,856.30,5.3,37.4,57.3,94.7,171,879.84,2.9,20.5,76.6,97.1,11,9th,
7460180,WALKER COUNTY,LAFAYETTE MID,308,829.77,5.5,74.7,19.8,94.5,308,839.94,2.3,59.7,38.0,97.7,305,841.52,2.0,63.9,34.1,98.0,308,844.80,8.1,47.1,44.8,91.9,308,850.10,11.0,39.0,50.0,89.0,11,9th,
7460206,WALKER COUNTY,ROSSVILLE MID,197,825.73,8.6,76.1,15.2,91.4,194,835.84,8.2,60.3,31.4,91.8,196,838.50,5.1,58.7,36.2,94.9,200,836.74,13.0,48.5,38.5,87.0,201,844.76,14.4,37.8,47.8,85.6,11,9th,
7470102,WALTON COUNTY,YOUTH MIDDLE,332,832.97,6.6,67.8,25.6,93.4,331,846.15,5.7,46.2,48.0,94.3,330,846.39,6.7,50.0,43.3,93.3,335,854.08,9.0,36.4,54.6,91.0,334,861.12,11.7,27.5,60.8,88.3,10,7th,
7470193,WALTON COUNTY,CARVER MIDDLE,264,824.23,14.4,68.2,17.4,85.6,263,832.90,10.3,58.2,31.6,89.7,261,829.66,16.1,57.9,26.1,83.9,264,823.55,29.2,42.8,28.0,70.8,261,823.34,36.4,30.7,33.0,63.6,10,7th,
7470291,WALTON COUNTY,LOGANVILLE MI,375,829.75,8.5,69.9,21.6,91.5,377,838.73,9.0,51.7,39.3,91.0,376,847.84,8.5,42.8,48.7,91.5,378,839.85,12.4,48.7,38.9,87.6,378,844.17,18.0,33.3,48.7,82.0,10,7th,
7480295,WARE COUNTY,WAYCROSS MIDD,174,830.45,6.3,70.1,23.6,93.7,174,846.90,3.4,49.4,47.1,96.6,174,840.49,7.5,51.1,41.4,92.5,176,832.79,15.3,54.0,30.7,84.7,176,831.40,25.0,39.2,35.8,75.0,13,1st,
7480395,WARE COUNTY,WARE COUNTY M,281,824.52,11.4,70.8,17.8,88.6,281,835.36,11.0,54.1,34.9,89.0,282,829.46,16.3,54.6,29.1,83.7,281,833.36,18.9,44.8,36.3,81.1,280,830.43,27.9,35.4,36.8,72.1,13,1st,
7490105,WARREN COUNTY,WARREN CO MID,43,825.49,7.0,76.7,16.3,93.0,43,830.84,11.6,60.5,27.9,88.4,43,818.91,16.3,69.8,14.0,83.7,43,823.65,27.9,51.2,20.9,72.1,43,830.47,30.2,34.9,34.9,69.8,1,12th,
7500199,WASHINGTON COUNTY,T J ELDER M,215,822.54,12.1,76.7,11.2,87.9,215,833.17,8.4,59.5,32.1,91.6,214,832.90,13.6,53.7,32.7,86.4,217,817.56,30.9,53.0,16.1,69.1,217,816.32,38.2,39.6,22.1,61.8,12,12th,
7510194,WAYNE COUNTY,MARTHA PUCKET,188,819.11,17.6,71.3,11.2,82.4,187,824.40,18.2,61.0,20.9,81.8,188,825.14,21.3,57.4,21.3,78.7,190,819.77,31.6,46.8,21.6,68.4,190,811.39,46.3,30.0,23.7,53.7,4,1st,
7510294,WAYNE COUNTY,ARTHUR WILLIA,179,823.67,12.8,69.3,17.9,87.2,179,829.84,12.8,62.6,24.6,87.2,179,831.37,15.6,56.4,27.9,84.4,183,822.65,27.9,50.8,21.3,72.1,183,821.99,35.0,36.6,28.4,65.0,4,1st,
7520104,WEBSTER COUNTY,WEBSTER COUNT,34,822.15,5.9,85.3,8.8,94.1,34,836.09,2.9,67.6,29.4,97.1,34,839.32,2.9,67.6,29.4,97.1,34,824.41,20.6,52.9,26.5,79.4,34,812.91,41.2,41.2,17.6,58.8,2,2nd,
7533052,WHEELER COUNTY,WHEELER CO HI,58,821.50,19.0,63.8,17.2,81.0,58,830.90,13.8,55.2,31.0,86.2,58,821.71,27.6,44.8,27.6,72.4,59,818.80,32.2,45.8,22.0,67.8,59,795.00,55.9,40.7,3.4,44.1,6,1st,
7540174,WHITE COUNTY,WHITE CO MIDD,284,833.47,2.5,73.9,23.6,97.5,282,842.58,3.2,54.3,42.6,96.8,280,845.58,2.1,53.9,43.9,97.9,291,848.21,5.8,45.7,48.5,94.2,291,845.07,13.7,39.5,46.7,86.3,14,9th,
7550106,WHITFIELD COUNTY,NEW HOPE MIDD,176,826.28,4.0,84.1,11.9,96.0,176,834.14,6.3,64.2,29.5,93.8,176,826.42,13.1,65.9,21.0,86.9,177,828.67,14.7,61.0,24.3,85.3,176,823.53,27.3,44.3,28.4,72.7,9,9th,
7550475,WHITFIELD COUNTY,EASTBROOK MID,188,821.59,9.0,81.4,9.6,91.0,186,827.16,7.5,75.3,17.2,92.5,187,827.42,8.6,73.3,18.2,91.4,195,817.15,28.2,54.4,17.4,71.8,193,815.84,33.2,47.2,19.7,66.8,9,9th,
7550575,WHITFIELD COUNTY,NORTH WHITFIE,271,827.31,8.9,72.7,18.5,91.1,271,836.34,6.6,60.1,33.2,93.4,270,827.79,13.0,65.9,21.1,87.0,276,830.34,18.5,52.9,28.6,81.5,275,823.48,28.0,44.7,27.3,72.0,9,9th,
7550675,WHITFIELD COUNTY,VALLEY PT MID,167,823.56,6.0,83.2,10.8,94.0,168,830.08,9.5,69.0,21.4,90.5,167,826.84,13.2,67.1,19.8,86.8,172,830.89,14.5,55.2,30.2,85.5,172,815.22,39.5,40.7,19.8,60.5,9,9th,
7550775,WHITFIELD COUNTY,WESTSIDE MIDD,165,826.73,9.1,74.5,16.4,90.9,166,836.27,6.6,58.4,34.9,93.4,167,832.56,8.4,62.9,28.7,91.6,167,828.22,18.6,58.1,23.4,81.4,168,840.67,19.0,39.9,41.1,81.0,9,9th,
7560101,WILCOX COUNTY,WILCOX CO MID,89,827.76,7.9,73.0,19.1,92.1,89,842.39,6.7,49.4,43.8,93.3,89,829.94,15.7,55.1,29.2,84.3,88,832.07,18.2,52.3,29.5,81.8,89,822.21,27.0,49.4,23.6,73.0,6,8th,
7570210,WILKES COUNTY,NEW WASHINGTO,123,820.37,14.6,73.2,12.2,85.4,123,830.07,9.8,65.9,24.4,90.2,123,822.28,16.3,68.3,15.4,83.7,123,816.67,31.7,56.1,12.2,68.3,123,816.24,32.5,51.2,16.3,67.5,1,10th,
7580275,WILKINSON COUNTY,WILKINSON COU,94,823.84,5.3,84.0,10.6,94.7,97,834.26,7.2,62.9,29.9,92.8,93,843.99,5.4,51.6,43.0,94.6,99,829.42,16.2,58.6,25.3,83.8,99,805.60,46.5,39.4,14.1,53.5,12,8th,
7590193,WORTH COUNTY,WORTH CO MIDD,272,823.63,9.6,79.4,11.0,90.4,273,836.68,7.3,55.7,37.0,92.7,269,837.23,8.2,57.6,34.2,91.8,276,828.85,22.5,46.4,31.2,77.5,276,858.58,8.0,30.8,61.2,92.0,15,2nd,
7610100,ATLANTA PUBLIC SCHOO,BROWN MIDDLE,206,822.50,14.1,70.4,15.5,85.9,205,836.01,8.3,55.1,36.6,91.7,204,833.50,14.7,56.9,28.4,85.3,214,823.93,22.9,53.3,23.8,77.1,214,821.13,27.6,48.1,24.3,72.4,7,5th,
7610120,ATLANTA PUBLIC SCHOO,CORETTA SCOTT,172,817.28,19.2,72.1,8.7,80.8,172,830.56,7.0,67.4,25.6,93.0,172,817.31,28.5,57.6,14.0,71.5,173,819.13,30.1,53.8,16.2,69.9,173,795.53,58.4,30.1,11.6,41.6,7,5th,
7610173,ATLANTA PUBLIC SCHOO,LONG MIDDLE S,198,815.50,20.2,72.2,7.6,79.8,199,826.60,14.1,62.3,23.6,85.9,199,811.65,34.2,54.8,11.1,65.8,207,818.54,31.4,47.8,20.8,68.6,207,806.00,46.9,40.1,13.0,53.1,7,5th,
7610180,ATLANTA PUBLIC SCHOO,BUNCHE MIDDLE,278,818.76,17.6,72.3,10.1,82.4,278,837.54,9.7,52.5,37.8,90.3,279,826.12,19.0,57.7,23.3,81.0,281,823.18,24.6,54.8,20.6,75.4,280,818.76,35.0,39.6,25.4,65.0,7,5th,
7610188,ATLANTA PUBLIC SCHOO,SYLVAN HILLS,156,813.29,21.8,73.1,5.1,78.2,156,826.33,14.1,62.2,23.7,85.9,156,814.09,25.6,64.1,10.3,74.4,159,809.77,39.6,50.9,9.4,60.4,158,809.90,43.7,38.6,17.7,56.3,7,5th,
7610201,ATLANTA PUBLIC SCHOO,CHARLES R DRE,89,836.03,0.0,69.7,30.3,100.0,89,846.22,1.1,48.3,50.6,98.9,89,840.82,1.1,60.7,38.2,98.9,89,850.35,3.4,40.4,56.2,96.6,89,862.64,3.4,30.3,66.3,96.6,7,5th,
7610206,ATLANTA PUBLIC SCHOO,ATLANTA CHART,68,842.00,1.5,55.9,42.6,98.5,69,850.67,2.9,37.7,59.4,97.1,63,848.22,3.2,50.8,46.0,96.8,71,836.85,12.7,47.9,39.4,87.3,71,811.62,38.0,42.3,19.7,62.0,7,5th,
7610207,ATLANTA PUBLIC SCHOO,HILLSIDE CONA,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,8,      --,      --,      --,      --,      --,8,      --,      --,      --,      --,      --,7,5th,
7610282,ATLANTA PUBLIC SCHOO,YOUNG MIDDLE,220,821.25,16.4,71.4,12.3,83.6,219,833.86,9.6,59.4,31.1,90.4,220,821.55,21.4,62.7,15.9,78.6,222,821.41,28.4,52.7,18.9,71.6,222,819.45,35.1,36.9,27.9,64.9,7,5th,
7610288,ATLANTA PUBLIC SCHOO,PRICE MIDDLE,190,811.87,31.6,63.7,4.7,68.4,190,822.86,19.5,61.6,18.9,80.5,190,811.98,38.9,48.9,12.1,61.1,190,809.54,46.8,40.5,12.6,53.2,190,791.41,64.2,30.5,5.3,35.8,7,5th,
7610373,ATLANTA PUBLIC SCHOO,KING MIDDLE S,187,813.11,24.6,69.0,6.4,75.4,187,825.36,12.8,69.0,18.2,87.2,187,825.64,19.8,59.9,20.3,80.2,192,814.07,37.0,44.8,18.2,63.0,193,819.24,37.3,37.3,25.4,62.7,7,5th,
7610403,ATLANTA PUBLIC SCHOO,APS FORREST H,67,805.43,37.3,62.7,0.0,62.7,67,814.66,17.9,76.1,6.0,82.1,67,799.90,61.2,34.3,4.5,38.8,66,790.82,71.2,28.8,0.0,28.8,64,772.19,81.3,18.8,0.0,18.8,7,5th,
7610405,ATLANTA PUBLIC SCHOO,UNIVERSITY CO,53,815.79,17.0,75.5,7.5,83.0,53,824.32,15.1,62.3,22.6,84.9,53,808.32,37.7,54.7,7.5,62.3,54,796.37,53.7,46.3,0.0,46.3,54,776.74,83.3,16.7,0.0,16.7,7,5th,
7610504,ATLANTA PUBLIC SCHOO,HARPER ARCHER,198,809.59,32.3,62.6,5.1,67.7,198,822.18,16.2,65.7,18.2,83.8,198,812.40,30.3,60.6,9.1,69.7,206,802.24,51.5,42.2,6.3,48.5,205,787.47,70.7,22.0,7.3,29.3,7,5th,
7610605,ATLANTA PUBLIC SCHOO,KIPP WEST ATL,87,834.47,3.4,69.0,27.6,96.6,87,848.36,1.1,47.1,51.7,98.9,87,836.59,9.2,58.6,32.2,90.8,87,839.39,8.0,50.6,41.4,92.0,87,840.72,10.3,43.7,46.0,89.7,7,5th,
7611208,ATLANTA PUBLIC SCHOO,IMAGINE WESLE,25,841.36,0.0,64.0,36.0,100.0,25,851.08,0.0,40.0,60.0,100.0,25,836.00,8.0,52.0,40.0,92.0,26,842.92,7.7,46.2,46.2,92.3,26,832.04,23.1,42.3,34.6,76.9,7,5th,
7611408,ATLANTA PUBLIC SCHOO,THE BEST ACAD,141,814.07,26.2,65.2,8.5,73.8,141,828.27,14.9,62.4,22.7,85.1,141,821.04,23.4,62.4,14.2,76.6,147,826.48,29.3,45.6,25.2,70.7,146,808.45,47.9,34.2,17.8,52.1,7,5th,
7611563,ATLANTA PUBLIC SCHOO,INMAN MIDDLE,291,850.87,1.4,44.7,54.0,98.6,291,866.00,0.7,28.5,70.8,99.3,291,862.81,1.4,36.8,61.9,98.6,294,862.92,6.5,29.9,63.6,93.5,294,882.67,5.4,22.4,72.1,94.6,7,5th,
7613067,ATLANTA PUBLIC SCHOO,SUTTON MIDDLE,386,836.02,6.7,59.3,33.9,93.3,386,846.36,2.8,46.6,50.5,97.2,390,843.56,7.4,49.7,42.8,92.6,395,845.38,14.4,39.2,46.3,85.6,390,847.65,19.5,30.0,50.5,80.5,7,5th,
7615056,ATLANTA PUBLIC SCHOO,COAN MIDDLE S,100,817.50,11.0,87.0,2.0,89.0,100,830.15,4.0,72.0,24.0,96.0,100,819.72,19.0,70.0,11.0,81.0,103,815.72,30.1,55.3,14.6,69.9,103,783.36,72.8,26.2,1.0,27.2,7,5th,
7615563,ATLANTA PUBLIC SCHOO,KENNEDY MIDDL,93,818.70,12.9,78.5,8.6,87.1,94,833.05,4.3,67.0,28.7,95.7,88,820.80,18.2,69.3,12.5,81.8,101,813.25,34.7,51.5,13.9,65.3,102,832.34,20.6,46.1,33.3,79.4,7,5th,
7615664,ATLANTA PUBLIC SCHOO,PARKS MIDDLE,142,818.87,16.2,71.8,12.0,83.8,142,834.66,10.6,52.1,37.3,89.4,143,816.38,30.1,53.1,16.8,69.9,143,815.48,30.8,54.5,14.7,69.2,143,802.77,50.3,37.8,11.9,49.7,7,5th,
7630209,BREMEN CITY,BREMEN MIDDLE,148,835.34,4.1,65.5,30.4,95.9,148,843.26,6.8,45.9,47.3,93.2,144,850.45,3.5,46.5,50.0,96.5,151,842.76,13.2,41.7,45.0,86.8,151,845.79,16.6,31.8,51.7,83.4,11,11th,
7640104,BUFORD CITY,BUFORD MIDDLE,240,837.66,2.9,58.8,38.3,97.1,241,846.23,1.2,48.1,50.6,98.8,242,858.86,2.9,36.0,61.2,97.1,251,849.31,7.2,39.8,53.0,92.8,248,852.72,13.3,31.9,54.8,86.7,7,7th,
7650205,CALHOUN CITY,NEW CALHOUN M,256,831.12,6.6,72.3,21.1,93.4,252,838.27,4.8,58.3,36.9,95.2,251,841.25,7.6,54.6,37.8,92.4,260,833.62,14.2,53.8,31.9,85.8,258,841.01,18.2,33.7,48.1,81.8,11,11th,
7661550,CARROLLTON CITY,CARROLLTON JR,321,833.84,7.2,63.6,29.3,92.8,321,846.28,5.0,43.3,51.7,95.0,317,849.89,7.9,43.2,48.9,92.1,333,839.61,17.1,40.8,42.0,82.9,332,852.34,18.7,26.8,54.5,81.3,16,3rd,
7670277,CARTERSVILLE CITY,CARTERS MIDDL,289,835.64,1.7,70.2,28.0,98.3,286,844.52,3.1,53.1,43.7,96.9,283,840.93,4.2,60.4,35.3,95.8,291,837.67,10.3,55.0,34.7,89.7,291,829.23,23.7,42.6,33.7,76.3,11,11th,
7690111,CHICKAMAUGA CITY,GORDON LEE MI,118,835.13,3.4,70.3,26.3,96.6,117,847.01,3.4,42.7,53.8,96.6,116,854.75,0.9,42.2,56.9,99.1,120,842.22,10.0,48.3,41.7,90.0,120,847.54,10.0,42.5,47.5,90.0,11,9th,
7710105,COMMERCE CITY,COMMERCE MIDD,104,835.42,4.8,70.2,25.0,95.2,102,855.95,1.0,38.2,60.8,99.0,100,842.12,6.0,54.0,40.0,94.0,104,843.27,9.6,45.2,45.2,90.4,104,861.40,5.8,35.6,58.7,94.2,10,10th,
7720201,DALTON CITY,DALTON MIDDLE,478,827.72,6.9,74.9,18.2,93.1,474,836.18,3.8,63.7,32.5,96.2,483,831.21,12.2,61.3,26.5,87.8,494,830.56,18.6,53.0,28.3,81.4,489,850.59,14.7,33.3,51.9,85.3,9,9th,
7731552,DECATUR CITY,RENFROE MIDDL,211,844.44,1.4,53.1,45.5,98.6,211,849.43,1.4,47.9,50.7,98.6,205,851.10,2.9,50.2,46.8,97.1,216,850.31,6.5,45.4,48.1,93.5,214,857.54,12.6,24.8,62.6,87.4,7,5th,
7740102,DUBLIN CITY,DUBLIN MIDDLE,166,821.22,13.9,72.9,13.3,86.1,165,833.44,4.8,67.3,27.9,95.2,163,838.36,4.9,65.0,30.1,95.1,169,830.25,14.8,58.6,26.6,85.2,169,830.84,17.8,51.5,30.8,82.2,6,8th,
7740108,DUBLIN CITY,COMMUNITY HOP,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,6,8th,
7740111,DUBLIN CITY,DUBLIN CITY A,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,6,8th,
7760110,GAINESVILLE CITY,GAINESVILLE M,412,820.32,20.9,63.6,15.5,79.1,414,829.56,14.0,60.9,25.1,86.0,416,826.90,19.7,57.5,22.8,80.3,425,830.55,23.8,44.5,31.8,76.2,419,833.23,29.6,31.3,39.1,70.4,14,9th,
7790101,JEFFERSON CITY,JEFFERSON MID,212,843.83,1.4,48.1,50.5,98.6,212,858.05,1.4,26.9,71.7,98.6,212,863.18,1.4,30.2,68.4,98.6,212,862.34,4.2,26.4,69.3,95.8,212,877.47,3.8,19.3,76.9,96.2,10,10th,
7810203,MARIETTA CITY,MARIETTA MIDD,579,825.90,11.2,71.3,17.4,88.8,582,834.31,10.5,57.4,32.1,89.5,569,830.87,13.0,62.0,25.0,87.0,587,829.47,23.5,47.2,29.3,76.5,581,831.85,28.7,32.5,38.7,71.3,7,11th,
7820110,ODYSSEY SCHOO,ODYSSEY SCHOO,700,835.31,6.3,61.0,32.7,93.7,694,843.07,6.3,48.4,45.2,93.7,691,828.07,17.1,60.3,22.6,82.9,702,837.33,14.8,47.7,37.5,85.2,699,823.38,31.3,40.5,28.2,68.7,      --,,
7830103,CHARTER CONSE,CHARTER CONSE,16,838.38,0.0,75.0,25.0,100.0,16,838.31,0.0,75.0,25.0,100.0,16,835.19,0.0,75.0,25.0,100.0,16,842.88,0.0,68.8,31.3,100.0,16,854.75,6.3,50.0,43.8,93.8,      --,,
7830110,IVY PREP ACAD,IVY PREP ACAD,150,838.18,4.0,64.7,31.3,96.0,150,850.51,1.3,41.3,57.3,98.7,150,852.54,1.3,46.7,52.0,98.7,150,843.27,8.0,46.7,45.3,92.0,150,865.05,7.3,29.3,63.3,92.7,      --,7th,
7840201,PELHAM CITY,PELHAM CITY M,121,825.13,9.1,71.9,19.0,90.9,121,836.36,8.3,55.4,36.4,91.7,122,829.89,10.7,65.6,23.8,89.3,122,827.12,15.6,60.7,23.8,84.4,122,805.98,41.8,44.3,13.9,58.2,15,2nd,
7850293,ROME CITY,ROME MIDDLE S,381,831.17,6.0,71.7,22.3,94.0,380,841.53,4.5,56.1,39.5,95.5,382,842.23,7.3,53.7,39.0,92.7,385,841.69,11.2,47.8,41.0,88.8,378,849.33,15.3,39.2,45.5,84.7,11,11th,
7860103,SOCIAL CIRCLE CITY,SOCIAL CIRCLE,121,830.36,8.3,67.8,24.0,91.7,123,840.63,5.7,56.1,38.2,94.3,121,830.32,9.9,66.1,24.0,90.1,124,839.94,8.9,51.6,39.5,91.1,124,838.54,20.2,31.5,48.4,79.8,10,7th,
7893050,THOMASVILLE CITY,MACINTYRE PAR,212,819.34,18.9,66.5,14.6,81.1,211,826.67,15.2,61.6,23.2,84.8,211,818.93,28.0,53.6,18.5,72.0,211,815.82,41.2,38.9,19.9,58.8,209,814.04,50.2,20.6,29.2,49.8,15,2nd,
7910201,TRION CITY,TRION MIDDLE,123,837.86,0.8,68.3,30.9,99.2,123,850.77,0.8,48.8,50.4,99.2,119,842.92,1.7,58.0,40.3,98.3,123,842.18,4.9,60.2,35.0,95.1,123,853.52,8.1,39.0,52.8,91.9,11,11th,
7920103,VALDOSTA CITY,VALDOSTA MIDD,291,827.19,10.0,69.8,20.3,90.0,291,843.45,5.8,50.2,44.0,94.2,291,839.02,8.9,55.7,35.4,91.1,291,837.75,15.5,48.5,36.1,84.5,291,850.31,17.2,33.7,49.1,82.8,3,1st,
7920111,VALDOSTA CITY,PINEVALE LEAR,15,806.47,20.0,80.0,0.0,80.0,15,814.47,6.7,93.3,0.0,93.3,15,798.80,53.3,33.3,13.3,46.7,15,789.93,80.0,13.3,6.7,20.0,15,770.00,86.7,13.3,0.0,13.3,3,1st,
7920195,VALDOSTA CITY,NEWBERN MIDDL,143,820.06,11.2,81.1,7.7,88.8,142,834.81,4.9,72.5,22.5,95.1,142,827.87,9.2,72.5,18.3,90.8,142,825.46,16.2,61.3,22.5,83.8,142,819.70,25.4,55.6,19.0,74.6,3,1st,
7930173,VIDALIA CITY,J R TRIPPE MI,183,829.83,9.3,67.8,23.0,90.7,183,843.91,5.5,49.2,45.4,94.5,181,837.97,10.5,57.5,32.0,89.5,187,839.39,16.6,43.9,39.6,83.4,187,833.38,23.0,41.2,35.8,77.0,4,12th,
8910102,DEPT OF JUVE,SAVANNAH RIVE,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,12th,
8910298,DEPT OF JUVE,AUGUSTA YOUTH,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,      --,12th,
8910398,DEPT OF JUVE,CRISP RYDC,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,2nd,
8910405,DEPT OF JUVE,MUSCOGEE YOUT,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,      --,3rd,
8910598,DEPT OF JUVE,MACON YOUTH D,4,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,8th,
8911298,DEPT OF JUVE,ALBANY REGION,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,      --,2nd,
8911498,DEPT OF JUVE,AUGUSTA REGIO,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,      --,12th,
8911698,DEPT OF JUVE,MARTHA K GLA,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,      --,3rd,
8911798,DEPT OF JUVE,CLAXTON REGIO,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,12th,
8911898,DEPT OF JUVE,AARON COHN RE,6,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,      --,3rd,
8911998,DEPT OF JUVE,ELBERT SHAW R,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,      --,9th,
8912098,DEPT OF JUVE,DEKALB REGION,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,4th,
8912198,DEPT OF JUVE,EASTMAN REGIO,1,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,8th,
8912298,DEPT OF JUVE,GAINESVILLE R,2,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,      --,9th,
8912498,DEPT OF JUVE,GWINNETT REGI,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,      --,7th,
8912598,DEPT OF JUVE,MACON REGIONA,8,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,      --,8th,
8912798,DEPT OF JUVE,BOB RICHARDS,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,      --,11th,
8912898,DEPT OF JUVE,SANDERSVILLE,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,      --,12th,
8912998,DEPT OF JUVE,SAVANNAH REGI,12,799.75,50.0,50.0,0.0,50.0,9,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,      --,12th,
8913098,DEPT OF JUVE,T J LOFTISS I,4,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,      --,2nd,
8913198,DEPT OF JUVE,WAYCROSS REGI,6,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,      --,1st,
8914198,DEPT OF JUVE,METRO REGIONA,12,806.92,50.0,41.7,8.3,50.0,9,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,      --,5th,
8915201,DEPT OF JUVE,PAULDING REGI,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,      --,11th,
8931893,ATLANTA AREA SCHOOL,ATLANTA AREA,2,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,17,772.88,94.1,5.9,0.0,5.9,17,768.71,94.1,5.9,0.0,5.9,      --,4th,
8941894,GEORGIA ACADEMY FOR,GEORGIA ACADE,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,      --,8th,
