Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District
6380191,COWETA COUNTY,CANNONGATE EL,113,843.26,2.7,48.7,48.7,97.3,111,849.07,1.8,46.8,51.4,98.2,111,856.06,3.6,38.7,57.7,96.4,113,858.35,6.2,29.2,64.6,93.8,113,840.68,8.8,47.8,43.4,91.2,16,3rd
6380192,COWETA COUNTY,NEWNAN CROSSI,121,835.42,9.1,55.4,35.5,90.9,120,840.61,4.2,58.3,37.5,95.8,119,842.07,5.9,50.4,43.7,94.1,125,841.80,13.6,36.8,49.6,86.4,124,823.98,20.2,53.2,26.6,79.8,16,3rd
6380195,COWETA COUNTY,JEFFERSON PAR,54,830.46,3.7,70.4,25.9,96.3,54,832.63,5.6,83.3,11.1,94.4,54,834.17,5.6,63.0,31.5,94.4,56,825.89,10.7,62.5,26.8,89.3,56,817.93,25.0,66.1,8.9,75.0,16,3rd
6380199,COWETA COUNTY,POPLAR ROAD E,97,831.71,12.4,57.7,29.9,87.6,97,835.16,9.3,59.8,30.9,90.7,97,828.31,15.5,58.8,25.8,84.5,99,829.80,22.2,38.4,39.4,77.8,99,821.93,26.3,53.5,20.2,73.7,16,3rd
6380201,COWETA COUNTY,WELCH ELEMENT,140,830.94,8.6,60.0,31.4,91.4,140,839.44,7.1,55.0,37.9,92.9,139,831.57,12.9,54.7,32.4,87.1,142,822.78,27.5,44.4,28.2,72.5,142,814.87,30.3,57.7,12.0,69.7,16,3rd
6380203,COWETA COUNTY,GRANT ELEMENT,51,827.59,13.7,60.8,25.5,86.3,51,830.53,13.7,66.7,19.6,86.3,51,822.14,21.6,58.8,19.6,78.4,51,823.75,23.5,45.1,31.4,76.5,51,816.63,27.5,51.0,21.6,72.5,16,3rd
6380295,COWETA COUNTY,THOMAS CROSSR,86,834.90,9.3,54.7,36.0,90.7,86,842.00,5.8,51.2,43.0,94.2,86,842.69,8.1,44.2,47.7,91.9,86,842.38,11.6,43.0,45.3,88.4,86,837.48,15.1,46.5,38.4,84.9,16,3rd
6381050,COWETA COUNTY,ARNCO SARGENT,70,823.24,12.9,71.4,15.7,87.1,71,830.90,7.0,73.2,19.7,93.0,70,827.57,12.9,62.9,24.3,87.1,71,821.83,26.8,40.8,32.4,73.2,71,811.39,40.8,47.9,11.3,59.2,16,3rd
6381054,COWETA COUNTY,RUTH HILL ELE,78,823.91,15.4,64.1,20.5,84.6,79,832.05,11.4,64.6,24.1,88.6,79,817.16,31.6,51.9,16.5,68.4,80,817.78,28.8,46.3,25.0,71.3,80,811.59,33.8,51.3,15.0,66.3,16,3rd
6382050,COWETA COUNTY,ATKINSON ELEM,72,829.25,11.1,65.3,23.6,88.9,72,837.69,1.4,72.2,26.4,98.6,71,841.63,7.0,47.9,45.1,93.0,72,834.43,11.1,50.0,38.9,88.9,72,814.42,27.8,63.9,8.3,72.2,16,3rd
6382052,COWETA COUNTY,EASTSIDE ELEM,87,831.26,8.0,63.2,28.7,92.0,86,833.15,10.5,62.8,26.7,89.5,84,830.83,20.2,47.6,32.1,79.8,88,839.61,19.3,46.6,34.1,80.7,86,818.01,23.3,66.3,10.5,76.7,16,3rd
6382056,COWETA COUNTY,NORTHSIDE ELE,52,837.38,7.7,53.8,38.5,92.3,52,834.52,5.8,57.7,36.5,94.2,51,851.51,5.9,41.2,52.9,94.1,52,842.35,11.5,42.3,46.2,88.5,52,829.88,15.4,59.6,25.0,84.6,16,3rd
6383052,COWETA COUNTY,ELM STREET EL,77,830.65,11.7,55.8,32.5,88.3,75,838.95,6.7,58.7,34.7,93.3,74,836.72,12.2,45.9,41.9,87.8,79,837.54,27.8,29.1,43.0,72.2,79,823.16,25.3,48.1,26.6,74.7,16,3rd
6383054,COWETA COUNTY,MORELAND ELEM,70,830.46,7.1,67.1,25.7,92.9,71,836.86,9.9,60.6,29.6,90.1,70,834.17,8.6,62.9,28.6,91.4,71,828.93,18.3,50.7,31.0,81.7,71,809.07,35.2,56.3,8.5,64.8,16,3rd
6385056,COWETA COUNTY,WESTERN ELEME,77,832.36,6.5,64.9,28.6,93.5,77,835.75,2.6,70.1,27.3,97.4,77,822.38,14.3,66.2,19.5,85.7,77,821.62,26.0,50.6,23.4,74.0,77,817.74,26.0,64.9,9.1,74.0,16,3rd
6390192,CRAWFORD COUNTY,CRAWFORD CO E,131,824.11,12.2,68.7,19.1,87.8,128,831.27,12.5,61.7,25.8,87.5,127,826.18,15.7,62.2,22.0,84.3,132,813.56,34.8,43.9,21.2,65.2,132,810.91,34.1,54.5,11.4,65.9,8,2nd
6400297,CRISP COUNTY,A S CLARK ELE,148,827.22,12.8,63.5,23.6,87.2,149,828.20,12.8,66.4,20.8,87.2,149,846.57,6.0,43.6,50.3,94.0,149,830.83,26.2,34.9,38.9,73.8,149,818.77,34.9,39.6,25.5,65.1,2,2nd
6402052,CRISP COUNTY,SOUTHWESTERN,167,834.20,6.0,62.3,31.7,94.0,167,845.47,3.0,55.7,41.3,97.0,167,851.57,3.6,37.7,58.7,96.4,166,831.49,19.9,44.0,36.1,80.1,166,819.96,24.1,60.8,15.1,75.9,2,2nd
6410101,DADE COUNTY,DADE ELEMENTA,129,833.47,10.1,53.5,36.4,89.9,130,840.55,10.8,49.2,40.0,89.2,131,831.41,16.0,45.8,38.2,84.0,131,828.83,22.1,42.7,35.1,77.9,131,812.19,32.8,57.3,9.9,67.2,11,9th
6410275,DADE COUNTY,DAVIS ELEMENT,39,840.08,12.8,43.6,43.6,87.2,39,846.36,10.3,48.7,41.0,89.7,39,841.95,15.4,46.2,38.5,84.6,40,844.73,20.0,32.5,47.5,80.0,40,825.23,27.5,40.0,32.5,72.5,11,9th
6420103,DAWSON COUNTY,KILOUGH ELEME,76,832.53,5.3,60.5,34.2,94.7,76,836.18,5.3,68.4,26.3,94.7,76,824.25,15.8,67.1,17.1,84.2,76,838.96,10.5,47.4,42.1,89.5,76,824.99,21.1,55.3,23.7,78.9,14,9th
6420111,DAWSON COUNTY,RIVERVIEW ELE,41,828.61,9.8,63.4,26.8,90.2,41,835.34,2.4,65.9,31.7,97.6,41,815.61,26.8,56.1,17.1,73.2,42,828.52,23.8,38.1,38.1,76.2,42,807.62,42.9,50.0,7.1,57.1,14,9th
6420189,DAWSON COUNTY,ROBINSON ELEM,78,844.01,2.6,44.9,52.6,97.4,78,848.53,1.3,52.6,46.2,98.7,78,860.41,3.8,38.5,57.7,96.2,81,848.86,9.9,37.0,53.1,90.1,81,831.78,11.1,59.3,29.6,88.9,14,9th
6420199,DAWSON COUNTY,BLACK S MILL,54,844.98,1.9,48.1,50.0,98.1,53,851.21,3.8,43.4,52.8,96.2,54,838.93,9.3,48.1,42.6,90.7,56,856.59,5.4,39.3,55.4,94.6,56,834.43,14.3,51.8,33.9,85.7,14,9th
6432052,DECATUR COUNTY,HUTTO MIDDLE,387,827.32,10.3,65.1,24.5,89.7,384,838.06,6.3,59.6,34.1,93.8,384,827.62,18.2,57.3,24.5,81.8,392,840.86,13.3,42.9,43.9,86.7,392,827.37,22.4,51.8,25.8,77.6,15,2nd
6440100,DEKALB COUNTY,NARVIE HARRIS,154,831.46,5.2,68.2,26.6,94.8,154,837.67,3.2,63.6,33.1,96.8,154,833.83,5.8,64.9,29.2,94.2,154,825.69,20.8,51.9,27.3,79.2,154,817.22,23.4,63.0,13.6,76.6,7,4th
6440102,DEKALB COUNTY,WYNBROOKE ELE,151,843.96,2.6,53.0,44.4,97.4,151,846.82,2.6,55.0,42.4,97.4,151,849.36,5.3,40.4,54.3,94.7,151,843.25,10.6,38.4,51.0,89.4,151,831.86,9.9,59.6,30.5,90.1,7,4th
6440107,DEKALB COUNTY,FLAT ROCK ELE,210,819.00,19.0,67.1,13.8,81.0,206,822.84,18.9,63.6,17.5,81.1,204,820.46,20.1,61.3,18.6,79.9,214,796.70,53.3,36.9,9.8,46.7,214,792.05,66.8,32.2,0.9,33.2,7,4th
6440108,DEKALB COUNTY,PRINCETON ELE,184,825.14,15.8,63.0,21.2,84.2,184,827.70,10.9,69.0,20.1,89.1,184,830.07,12.5,57.6,29.9,87.5,184,818.12,28.8,48.9,22.3,71.2,184,809.86,34.8,54.9,10.3,65.2,7,4th
6440181,DEKALB COUNTY,ELDRIDGE L M,87,816.45,21.8,66.7,11.5,78.2,88,820.49,22.7,60.2,17.0,77.3,87,806.93,34.5,55.2,10.3,65.5,90,797.17,58.9,25.6,15.6,41.1,90,790.71,68.9,30.0,1.1,31.1,7,4th
6440188,DEKALB COUNTY,PANOLA WAY EL,141,818.99,21.3,61.7,17.0,78.7,143,819.19,23.8,65.0,11.2,76.2,141,812.85,36.2,46.1,17.7,63.8,149,791.65,61.7,30.2,8.1,38.3,148,787.51,74.3,24.3,1.4,25.7,7,4th
6440190,DEKALB COUNTY,PINE RIDGE EL,103,827.59,16.5,54.4,29.1,83.5,105,831.12,9.5,63.8,26.7,90.5,100,829.30,20.0,45.0,35.0,80.0,109,809.63,37.6,48.6,13.8,62.4,109,800.79,51.4,46.8,1.8,48.6,7,4th
6440191,DEKALB COUNTY,BROWNS MILL E,143,827.10,16.8,55.2,28.0,83.2,144,828.75,13.9,64.6,21.5,86.1,142,813.09,31.0,52.1,16.9,69.0,144,804.12,43.8,43.1,13.2,56.3,144,797.26,59.0,37.5,3.5,41.0,7,4th
6440197,DEKALB COUNTY,MARBUT ELEMEN,128,837.32,4.7,59.4,35.9,95.3,128,836.40,3.1,68.0,28.9,96.9,128,833.28,9.4,63.3,27.3,90.6,129,833.95,9.3,59.7,31.0,90.7,129,822.21,16.3,65.9,17.8,83.7,7,4th
6440272,DEKALB COUNTY,ROCKBRIDGE EL,83,816.81,24.1,60.2,15.7,75.9,81,823.20,16.0,70.4,13.6,84.0,79,808.97,38.0,48.1,13.9,62.0,85,802.88,44.7,44.7,10.6,55.3,85,802.20,48.2,45.9,5.9,51.8,7,4th
6440275,DEKALB COUNTY,CEDAR GROVE E,112,820.46,21.4,61.6,17.0,78.6,112,820.39,21.4,63.4,15.2,78.6,112,819.10,36.6,37.5,25.9,63.4,112,811.11,38.4,40.2,21.4,61.6,112,798.03,51.8,45.5,2.7,48.2,7,4th
6440288,DEKALB COUNTY,KITTREDGE MAG,135,873.12,0.0,1.5,98.5,100.0,135,870.10,0.0,9.6,90.4,100.0,135,886.19,0.0,7.4,92.6,100.0,134,910.66,0.0,1.5,98.5,100.0,135,883.12,0.0,5.2,94.8,100.0,7,5th
6440293,DEKALB COUNTY,SHADOW ROCK E,139,821.81,18.0,59.0,23.0,82.0,139,824.18,18.0,63.3,18.7,82.0,139,813.04,38.1,43.2,18.7,61.9,146,806.95,41.1,40.4,18.5,58.9,145,805.28,52.4,34.5,13.1,47.6,7,4th
6440297,DEKALB COUNTY,EDWARD L BOU,124,834.68,4.8,59.7,35.5,95.2,124,842.67,4.0,57.3,38.7,96.0,124,825.36,12.9,63.7,23.4,87.1,124,827.48,17.7,54.0,28.2,82.3,124,812.60,33.1,56.5,10.5,66.9,7,4th
6440305,DEKALB COUNTY,OAKVIEW ELEME,130,821.70,16.2,67.7,16.2,83.8,130,820.87,16.2,71.5,12.3,83.8,129,805.26,41.1,48.1,10.9,58.9,131,795.73,49.6,43.5,6.9,50.4,131,791.31,69.5,29.8,0.8,30.5,7,13th
6440309,DEKALB COUNTY,WADSWORTH MAG,36,863.36,0.0,25.0,75.0,100.0,36,857.61,0.0,27.8,72.2,100.0,36,866.58,0.0,27.8,72.2,100.0,36,874.47,0.0,16.7,83.3,100.0,36,863.67,0.0,8.3,91.7,100.0,7,4th
6440310,DEKALB COUNTY,DUNWOODY ELEM,366,850.34,4.1,33.3,62.6,95.9,366,852.35,2.5,41.0,56.6,97.5,370,866.39,5.1,24.1,70.8,94.9,370,873.32,6.2,20.0,73.8,93.8,366,849.94,8.5,35.8,55.7,91.5,7,6th
6440311,DEKALB COUNTY,LEADERSHIP PR,22,830.82,18.2,45.5,36.4,81.8,22,826.55,13.6,68.2,18.2,86.4,22,814.18,18.2,72.7,9.1,81.8,22,821.05,27.3,59.1,13.6,72.7,22,806.95,50.0,50.0,0.0,50.0,7,4th
6440375,DEKALB COUNTY,FAIRINGTON EL,83,814.57,22.9,67.5,9.6,77.1,82,814.68,28.0,65.9,6.1,72.0,81,811.74,38.3,46.9,14.8,61.7,89,796.34,47.2,48.3,4.5,52.8,89,789.83,71.9,28.1,0.0,28.1,7,4th
6440399,DEKALB COUNTY,ROBERT SHAW T,69,841.87,4.3,52.2,43.5,95.7,69,848.86,2.9,47.8,49.3,97.1,69,841.93,7.2,44.9,47.8,92.8,69,830.68,20.3,44.9,34.8,79.7,69,822.61,18.8,63.8,17.4,81.2,7,4th
6440409,DEKALB COUNTY,RONALD E MCNA,113,820.47,18.6,63.7,17.7,81.4,115,820.72,16.5,72.2,11.3,83.5,113,807.85,37.2,54.0,8.8,62.8,119,791.03,62.2,30.3,7.6,37.8,119,790.55,77.3,22.7,0.0,22.7,7,4th
6440475,DEKALB COUNTY,BOB MATHIS EL,56,824.09,12.5,66.1,21.4,87.5,56,833.32,12.5,60.7,26.8,87.5,56,830.88,17.9,50.0,32.1,82.1,58,815.74,41.4,29.3,29.3,58.6,58,813.72,37.9,41.4,20.7,62.1,7,4th
6440500,DEKALB COUNTY,DEKALB ALT SC,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,7,4th
6440575,DEKALB COUNTY,STONE MILL EL,85,812.04,29.4,65.9,4.7,70.6,85,819.66,21.2,65.9,12.9,78.8,87,808.80,36.8,50.6,12.6,63.2,89,790.99,55.1,41.6,3.4,44.9,87,790.46,74.7,23.0,2.3,25.3,7,4th
6440675,DEKALB COUNTY,WOODRIDGE ELE,79,819.09,15.2,70.9,13.9,84.8,79,818.43,16.5,74.7,8.9,83.5,79,811.95,30.4,55.7,13.9,69.6,79,803.90,43.0,44.3,12.7,57.0,79,801.53,54.4,36.7,8.9,45.6,7,4th
6440705,DEKALB COUNTY,DEKALB PATH A,97,828.51,9.3,70.1,20.6,90.7,98,832.65,9.2,68.4,22.4,90.8,97,858.88,15.5,13.4,71.1,84.5,98,834.24,16.3,50.0,33.7,83.7,98,829.76,16.3,54.1,29.6,83.7,7,4th
6440707,DEKALB COUNTY,UHS OF LAUREL,4,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,7,5th
6440805,DEKALB COUNTY,INTL COMM SCH,50,825.40,26.0,44.0,30.0,74.0,50,831.18,14.0,58.0,28.0,86.0,50,826.30,24.0,42.0,34.0,76.0,50,827.80,26.0,42.0,32.0,74.0,50,813.54,40.0,42.0,18.0,60.0,7,4th
6441010,DEKALB COUNTY,DEKALB ACADEM,49,833.33,6.1,59.2,34.7,93.9,49,830.16,16.3,49.0,34.7,83.7,49,823.02,24.5,51.0,24.5,75.5,48,819.77,35.4,35.4,29.2,64.6,49,821.92,20.4,55.1,24.5,79.6,7,4th
6441050,DEKALB COUNTY,DEKALB ELEMEN,74,837.64,2.7,60.8,36.5,97.3,74,841.32,1.4,66.2,32.4,98.6,74,827.31,14.9,60.8,24.3,85.1,74,819.70,24.3,62.2,13.5,75.7,74,815.73,28.4,64.9,6.8,71.6,7,4th
6441052,DEKALB COUNTY,BROCKETT ELEM,67,839.00,7.5,52.2,40.3,92.5,66,838.58,3.0,69.7,27.3,97.0,66,850.32,6.1,37.9,56.1,93.9,68,846.29,5.9,42.6,51.5,94.1,67,830.81,10.4,62.7,26.9,89.6,7,4th
6441053,DEKALB COUNTY,CHAPEL HILL E,132,822.37,16.7,65.2,18.2,83.3,132,824.20,14.4,68.9,16.7,85.6,129,804.06,40.3,54.3,5.4,59.7,135,810.44,39.3,43.0,17.8,60.7,135,801.39,53.3,42.2,4.4,46.7,7,4th
6441054,DEKALB COUNTY,COLUMBIA ELEM,93,816.66,24.7,59.1,16.1,75.3,93,819.31,19.4,71.0,9.7,80.6,92,808.68,39.1,50.0,10.9,60.9,93,803.28,39.8,48.4,11.8,60.2,93,791.63,68.8,31.2,0.0,31.2,7,4th
6441055,DEKALB COUNTY,DRESDEN ELEME,85,825.84,16.5,60.0,23.5,83.5,85,824.13,16.5,67.1,16.5,83.5,86,823.47,19.8,59.3,20.9,80.2,86,808.42,39.5,44.2,16.3,60.5,85,795.32,65.9,31.8,2.4,34.1,7,4th
6441056,DEKALB COUNTY,EVANSDALE ELE,82,845.80,3.7,46.3,50.0,96.3,82,843.48,2.4,53.7,43.9,97.6,84,839.08,13.1,45.2,41.7,86.9,84,843.33,8.3,45.2,46.4,91.7,82,832.87,15.9,48.8,35.4,84.1,7,4th
6441059,DEKALB COUNTY,IDLEWOOD ELEM,97,820.24,21.6,58.8,19.6,78.4,97,823.63,18.6,61.9,19.6,81.4,103,812.39,38.8,42.7,18.4,61.2,104,798.74,50.0,32.7,17.3,50.0,98,796.22,57.1,36.7,6.1,42.9,7,4th
6441061,DEKALB COUNTY,LIVSEY ELEMEN,48,843.25,4.2,47.9,47.9,95.8,48,845.52,2.1,54.2,43.8,97.9,48,840.46,8.3,52.1,39.6,91.7,48,853.81,6.3,37.5,56.3,93.8,48,843.71,8.3,45.8,45.8,91.7,7,4th
6441062,DEKALB COUNTY,MEDLOCK ELEME,39,832.41,17.9,46.2,35.9,82.1,38,836.05,18.4,44.7,36.8,81.6,39,825.69,20.5,51.3,28.2,79.5,38,824.29,28.9,36.8,34.2,71.1,38,804.79,50.0,42.1,7.9,50.0,7,5th
6441064,DEKALB COUNTY,PEACHCREST EL,51,822.82,21.6,58.8,19.6,78.4,50,821.82,20.0,60.0,20.0,80.0,50,827.90,16.0,56.0,28.0,84.0,50,801.58,48.0,42.0,10.0,52.0,50,799.30,56.0,38.0,6.0,44.0,7,4th
6441067,DEKALB COUNTY,SKY HAVEN ELE,36,817.56,25.0,61.1,13.9,75.0,36,817.56,25.0,66.7,8.3,75.0,36,808.19,41.7,41.7,16.7,58.3,36,797.56,55.6,36.1,8.3,44.4,36,796.83,61.1,36.1,2.8,38.9,7,5th
6441071,DEKALB COUNTY,WOODWARD ELEM,83,814.92,22.9,66.3,10.8,77.1,83,819.48,24.1,65.1,10.8,75.9,83,834.42,13.3,55.4,31.3,86.7,85,794.71,55.3,36.5,8.2,44.7,84,790.42,71.4,26.2,2.4,28.6,7,5th
6442050,DEKALB COUNTY,ALLGOOD ELEME,70,832.96,7.1,60.0,32.9,92.9,68,836.65,4.4,63.2,32.4,95.6,67,838.94,10.4,49.3,40.3,89.6,71,816.42,32.4,49.3,18.3,67.6,71,815.48,36.6,49.3,14.1,63.4,7,4th
6442056,DEKALB COUNTY,FERNBANK ELEM,101,854.79,1.0,33.7,65.3,99.0,101,853.25,0.0,46.5,53.5,100.0,101,851.46,7.9,35.6,56.4,92.1,101,870.02,6.9,17.8,75.2,93.1,101,853.72,8.9,33.7,57.4,91.1,7,5th
6442057,DEKALB COUNTY,GRESHAM PARK,35,820.17,25.7,48.6,25.7,74.3,35,822.60,28.6,54.3,17.1,71.4,35,813.89,34.3,45.7,20.0,65.7,39,788.51,53.8,46.2,0.0,46.2,39,789.59,64.1,35.9,0.0,35.9,7,5th
6442058,DEKALB COUNTY,HENDERSON MIL,79,842.05,15.2,36.7,48.1,84.8,81,842.98,11.1,49.4,39.5,88.9,79,851.68,10.1,44.3,45.6,89.9,84,846.43,21.4,26.2,52.4,78.6,82,832.41,20.7,41.5,37.8,79.3,7,4th
6442059,DEKALB COUNTY,INDIAN CREEK,111,803.34,45.9,45.9,8.1,54.1,111,806.93,39.6,52.3,8.1,60.4,138,797.28,55.1,33.3,11.6,44.9,140,779.59,72.9,23.6,3.6,27.1,111,786.46,73.0,25.2,1.8,27.0,7,4th
6442060,DEKALB COUNTY,KNOLLWOOD ELE,48,820.04,16.7,64.6,18.8,83.3,49,824.41,20.4,63.3,16.3,79.6,47,809.98,38.3,48.9,12.8,61.7,49,803.27,44.9,42.9,12.2,55.1,49,800.31,53.1,46.9,0.0,46.9,7,4th
6442061,DEKALB COUNTY,MCLENDON ELEM,87,816.21,32.2,49.4,18.4,67.8,87,817.22,31.0,50.6,18.4,69.0,89,818.20,40.4,30.3,29.2,59.6,90,796.37,50.0,36.7,13.3,50.0,88,789.65,70.5,26.1,3.4,29.5,7,4th
6442062,DEKALB COUNTY,MIDVALE ELEME,64,839.91,12.5,42.2,45.3,87.5,64,831.48,10.9,62.5,26.6,89.1,64,833.72,15.6,46.9,37.5,84.4,65,831.91,20.0,44.6,35.4,80.0,65,820.26,24.6,50.8,24.6,75.4,7,4th
6442065,DEKALB COUNTY,CARY REYNOLDS,93,820.94,16.1,67.7,16.1,83.9,93,825.37,15.1,64.5,20.4,84.9,92,821.70,20.7,58.7,20.7,79.3,93,821.60,26.9,40.9,32.3,73.1,93,804.29,48.4,47.3,4.3,51.6,7,4th
6442068,DEKALB COUNTY,STONE MOUNT E,87,818.15,27.6,51.7,20.7,72.4,86,817.87,25.6,62.8,11.6,74.4,86,809.35,38.4,47.7,14.0,61.6,86,801.13,48.8,39.5,11.6,51.2,86,796.97,55.8,41.9,2.3,44.2,7,4th
6443050,DEKALB COUNTY,ASHFORD PARK,45,831.96,15.6,44.4,40.0,84.4,45,836.71,8.9,53.3,37.8,91.1,46,849.67,17.4,23.9,58.7,82.6,46,840.24,19.6,30.4,50.0,80.4,45,823.87,28.9,46.7,24.4,71.1,7,4th
6443051,DEKALB COUNTY,BRIARLAKE ELE,60,852.30,1.7,36.7,61.7,98.3,61,847.26,3.3,50.8,45.9,96.7,59,852.98,6.8,33.9,59.3,93.2,60,865.78,6.7,25.0,68.3,93.3,60,869.65,6.7,15.0,78.3,93.3,7,5th
6443052,DEKALB COUNTY,CANBY LANE EL,103,816.49,21.4,68.0,10.7,78.6,101,822.73,18.8,65.3,15.8,81.2,103,813.59,23.3,67.0,9.7,76.7,103,798.56,45.6,48.5,5.8,54.4,102,794.49,62.7,33.3,3.9,37.3,7,4th
6443055,DEKALB COUNTY,DUNAIRE ELEME,74,819.55,23.0,56.8,20.3,77.0,74,821.91,24.3,58.1,17.6,75.7,74,808.49,32.4,55.4,12.2,67.6,76,799.88,46.1,43.4,10.5,53.9,76,793.50,64.5,31.6,3.9,35.5,7,4th
6443056,DEKALB COUNTY,FLAT SHOALS,48,809.27,37.5,47.9,14.6,62.5,48,815.00,35.4,52.1,12.5,64.6,46,801.98,58.7,28.3,13.0,41.3,49,789.00,65.3,24.5,10.2,34.7,49,791.61,73.5,22.4,4.1,26.5,7,4th
6443057,DEKALB COUNTY,HAMBRICK ELEM,94,826.61,10.6,69.1,20.2,89.4,94,826.49,19.1,57.4,23.4,80.9,94,829.27,17.0,57.4,25.5,83.0,94,819.11,21.3,57.4,21.3,78.7,94,813.99,33.0,48.9,18.1,67.0,7,4th
6443059,DEKALB COUNTY,JOLLY ELEMENT,60,823.08,33.3,38.3,28.3,66.7,60,826.18,21.7,46.7,31.7,78.3,61,833.39,18.0,44.3,37.7,82.0,62,819.05,29.0,41.9,29.0,71.0,61,813.67,32.8,50.8,16.4,67.2,7,4th
6443061,DEKALB COUNTY,MEADOWVIEW EL,51,829.88,7.8,66.7,25.5,92.2,51,838.18,0.0,68.6,31.4,100.0,51,833.98,13.7,52.9,33.3,86.3,51,806.39,49.0,37.3,13.7,51.0,51,798.94,52.9,45.1,2.0,47.1,7,4th
6443062,DEKALB COUNTY,MIDWAY ELEMEN,66,811.77,33.3,53.0,13.6,66.7,66,814.95,39.4,50.0,10.6,60.6,65,806.46,43.1,40.0,16.9,56.9,65,787.00,63.1,32.3,4.6,36.9,66,797.15,59.1,36.4,4.5,40.9,7,4th
6443063,DEKALB COUNTY,OAK GROVE ELE,82,856.49,2.4,20.7,76.8,97.6,82,852.77,1.2,39.0,59.8,98.8,82,857.67,3.7,34.1,62.2,96.3,84,868.32,7.1,20.2,72.6,92.9,84,861.32,7.1,25.0,67.9,92.9,7,4th
6443064,DEKALB COUNTY,PLEASANTDALE,111,825.05,17.1,55.0,27.9,82.9,110,830.39,9.1,62.7,28.2,90.9,113,821.38,27.4,47.8,24.8,72.6,115,810.42,39.1,44.3,16.5,60.9,111,809.89,43.2,40.5,16.2,56.8,7,4th
6443065,DEKALB COUNTY,ROCK CHAPEL E,65,826.03,13.8,67.7,18.5,86.2,65,829.25,12.3,63.1,24.6,87.7,65,814.08,24.6,60.0,15.4,75.4,66,793.74,53.0,42.4,4.5,47.0,66,786.02,74.2,25.8,0.0,25.8,7,4th
6443067,DEKALB COUNTY,SMOKE RISE EL,76,832.33,14.5,47.4,38.2,85.5,76,833.91,9.2,64.5,26.3,90.8,76,828.51,18.4,53.9,27.6,81.6,79,833.28,22.8,32.9,44.3,77.2,79,817.11,29.1,54.4,16.5,70.9,7,4th
6443069,DEKALB COUNTY,TONEY ELEMENT,73,814.15,24.7,64.4,11.0,75.3,73,818.67,15.1,69.9,15.1,84.9,73,810.07,37.0,46.6,16.4,63.0,73,793.66,60.3,31.5,8.2,39.7,73,795.01,61.6,35.6,2.7,38.4,7,4th
6444050,DEKALB COUNTY,ATHERTON ELEM,74,811.50,32.4,52.7,14.9,67.6,73,818.70,23.3,65.8,11.0,76.7,72,815.64,33.3,47.2,19.4,66.7,76,792.67,59.2,34.2,6.6,40.8,75,791.45,68.0,28.0,4.0,32.0,7,4th
6444051,DEKALB COUNTY,BRIAR VISTA E,51,831.53,15.7,51.0,33.3,84.3,51,830.65,15.7,54.9,29.4,84.3,50,834.42,16.0,48.0,36.0,84.0,52,824.58,28.8,42.3,28.8,71.2,52,813.63,32.7,55.8,11.5,67.3,7,5th
6444052,DEKALB COUNTY,MURPHY CANDLE,104,819.69,19.2,60.6,20.2,80.8,104,824.27,15.4,66.3,18.3,84.6,104,821.64,27.9,46.2,26.0,72.1,105,803.56,43.8,43.8,12.4,56.2,105,795.14,61.0,36.2,2.9,39.0,7,4th
6444058,DEKALB COUNTY,HIGHTOWER ELE,81,826.48,9.9,71.6,18.5,90.1,81,829.70,7.4,76.5,16.0,92.6,82,811.06,31.7,54.9,13.4,68.3,83,805.76,47.0,39.8,13.3,53.0,82,796.12,64.6,32.9,2.4,35.4,7,4th
6444059,DEKALB COUNTY,KELLEY LAKE E,52,815.13,19.2,71.2,9.6,80.8,52,826.21,13.5,69.2,17.3,86.5,51,819.84,27.5,47.1,25.5,72.5,52,817.35,32.7,42.3,25.0,67.3,52,807.13,42.3,46.2,11.5,57.7,7,4th
6444060,DEKALB COUNTY,LAUREL RIDGE,45,848.02,4.4,37.8,57.8,95.6,46,846.48,4.3,43.5,52.2,95.7,44,841.43,11.4,47.7,40.9,88.6,46,855.63,8.7,26.1,65.2,91.3,46,832.22,17.4,39.1,43.5,82.6,7,5th
